13946
10	2589	5
11	4428	0
11	4430	1
4428	4430	2
38	4428	3
38	4430	4
15	4430	5
11	4431	0
11	4432	1
4431	4432	2
20	4431	3
20	4432	4
15	4432	5
11	4433	0
11	60	1
4433	60	2
38	4433	3
38	60	4
10	60	5
11	4433	0
11	52	1
4433	52	2
38	4433	3
38	52	4
10	52	5
11	4434	0
11	2067	1
